Identifier,Maturity,Physiological Condition,Tree Set To Be Removed,Removal Reason,Capital Asset Value For Amenity Trees,Carbon Storage In Kilograms,Gross Carbon Sequestration Per Year In Kilograms,Pollution Removal Per Year In Grams
00047573,Mature,Good,No,,5394.03,118.9,5.7,88.5
00001902,Mature,Fair,No,,4718.7,123.5,5.3,74.0
00006934,Mature,Fair,No,,114577.25,4726.6,30.1,1161.6
00010731,Over Mature,Fair,No,,68508.48,2259.2,29.1,794.9
00020130,Mature,Fair,No,,33555.18,961.5,14.1,421.4
00015422,Middle aged,Fair,No,,2958.8,101.3,5.1,60.8
00032108,Mature,Fair,No,,233.02,221.7,7.4,31.6
00012402,Mature,Fair,No,,18131.49,548.7,12.6,250.7
00042055,Middle aged,Good,No,,647.28,,,
00010432,Mature,Good,No,,28312.17,466.9,10.4,335.4
00007011,Mature,Good,No,,7732.88,131.8,5.1,34.2
00052554,Middle aged,Good,No,,5469.54,69.3,4.2,76.4
00018731,Mature,Fair,No,,44773.67,1148.3,16.3,82.5
00006764,Mature,Fair,No,,62535.13,2431.3,30.4,420.2
00043681,Mature,Fair,No,,2217.06,33.1,1.8,22.5
00053362,Middle aged,Good,No,,932.09,23.1,2.4,9.9
00058420,Juvenile,Good,No,,239.74,,,
00047531,Juvenile,Good,No,,1691.57,12.9,1.6,4.5
00014536,Middle aged,Fair,No,,3480.95,88.2,4.1,35.4
00059628,Juvenile,Fair,No,,528.62,,,
00058661,Juvenile,Good,No,,153.43,,,
00059749,Middle aged,Good,No,,3117.74,,,
00020887,Mature,Fair,No,,2854.52,104.0,4.7,82.1
00019045,Middle aged,Good,No,,10573.38,264.8,10.0,241.6
00060006,,,No,,,,,
00021374,Mature,Good,No,,23336.73,624.2,14.1,348.2
00014101,Mature,Fair,No,,38067.82,1460.6,22.5,605.0
00020088,Mature,Good,No,,11968.27,448.7,12.6,307.1
00006656,Mature,Good,No,,11893.83,232.4,7.5,292.8
00015423,Mature,Good,No,,23366.46,936.1,17.8,656.8
00034966,Middle aged,Good,No,,2071.31,26.5,2.2,31.8
00017421,Middle aged,Good,No,,6911.55,231.3,8.2,399.6
00049585,Juvenile,Good,No,,414.26,4.3,0.9,7.3
00051649,Juvenile,Good,No,,179.8,2.5,0.6,3.5
00051435,Juvenile,Fair,No,,422.9,3.7,0.8,3.5
00032468,Mature,Fair,No,,3248.89,88.5,4.2,67.7
00006874,Mature,Good,No,,13592.95,520.9,12.8,101.2
00045057,Juvenile,Good,No,,407.79,6.2,1.1,9.9
00059914,Juvenile,Good,No,,388.37,,,
00050748,Juvenile,Good,No,,352.41,1.4,0.5,2.6
00021086,Middle aged,Good,No,,3452.18,66.2,4.0,68.0
00009648,Mature,Good,No,,41021.59,755.4,13.7,366.7
00012762,Mature,Good,No,,3806.03,84.8,4.5,119.3
00053697,Middle aged,Good,No,,1657.04,46.0,3.6,29.6
00015042,Mature,Fair,No,,23681.94,531.6,10.0,277.7
00012238,Middle aged,Good,No,,1947.25,46.0,3.6,29.6
00016633,Mature,Good,No,,14852.04,455.2,11.8,246.5
00054684,Mature,Good,No,,32258.69,938.8,17.9,622.3
00049536,Mature,Good,No,,57158.36,2250.1,32.7,678.5
00027201,Middle aged,Good,No,,9976.79,262.2,8.6,169.6
00032134,Middle aged,Fair,No,,26512.73,615.8,13.4,332.6
00001697,Mature,Good,No,,66887.03,1827.4,28.8,787.8
00053078,Juvenile,Good,No,,239.74,3.2,0.7,4.0
00003213,Mature,Fair,No,,1398.13,14.1,1.3,31.7
00016509,Mature,Good,No,,14960.34,424.3,12.2,340.3
00015358,Mature,Fair,No,,22836.16,1096.4,18.9,190.4
00056923,Juvenile,Fair,No,,161.82,2.7,0.6,9.9
00018975,Middle aged,Fair,No,,29370.48,742.9,18.6,365.6
00011265,Middle aged,Good,No,,11185.06,314.2,9.7,64.8
00051367,Middle aged,Good,No,,11815.08,285.6,9.2,198.3
00001594,Mature,Good,No,,31101.97,1024.3,20.6,929.0
00049806,Juvenile,Good,No,,233.02,4.3,0.9,7.3
00006080,Mature,Good,No,,10740.11,348.3,10.2,371.2
00052420,Middle aged,Good,No,,2876.82,27.2,2.1,126.0
00003809,Middle aged,Good,No,,6563.46,63.7,4.0,68.0
00016528,Mature,Good,No,,72525.95,2357.1,33.6,1057.0
00012885,Mature,Fair,No,,428177.98,5986.4,11.1,2210.2
00008713,Over Mature,Good,No,,47575.33,899.7,15.2,669.1
00000607,Mature,Good,No,,62139.2,1729.0,27.9,809.2
00014170,Middle aged,Poor,No,,1456.39,39.2,2.9,29.6
00058374,Middle aged,Fair,No,,2078.5,,,
00054256,Juvenile,Fair,No,,258.91,4.3,0.8,3.5
00011019,Middle aged,Fair,No,,2853.44,100.5,5.1,71.1
00056910,Juvenile,Dead,No,,153.43,0.8,0.0,9.0
00020415,Middle aged,Good,No,,9353.25,257.0,9.1,752.1
00014643,Mature,Fair,No,,27065.08,826.9,14.8,361.0
00032959,Middle aged,Fair,No,,6198.82,80.8,4.3,72.6
00000208,Middle aged,Fair,No,,18134.72,343.1,9.5,242.2
00050729,Juvenile,Fair,No,,161.82,0.7,0.3,3.5
00000397,Mature,Fair,No,,11893.83,282.1,8.6,372.8
00048055,Juvenile,Fair,No,,475.76,5.9,0.8,51.5
00003653,Veteran,Poor,No,,53862.61,1851.9,25.7,39.3
00022310,Mature,Good,No,,28545.68,1006.4,18.5,436.8
00019108,Mature,Good,No,,89721.04,4140.6,36.9,904.4
00007994,Middle aged,Fair,No,,27962.65,1472.1,22.5,99.8
00013381,Middle aged,Fair,No,,8729.69,142.1,4.7,151.2
00022540,Middle aged,Fair,No,,4536.38,166.4,6.8,234.5
00039214,Middle aged,Good,No,,1456.39,34.3,2.8,46.1
00008504,Mature,Good,No,,26287.26,476.5,13.1,289.9
00009941,Mature,Good,No,,90127.75,4741.6,33.4,517.2
00055359,Juvenile,Dead,No,,115.07,1.5,0.5,3.3
00019637,Middle aged,Good,No,,25.9,,,
00058874,Juvenile,Good,No,,107.88,,,
00055760,Juvenile,Good,No,,215.76,1.0,0.2,9.3
00047453,Middle aged,Good,No,,3132.85,62.1,4.3,58.5
00006000,Mature,Good,No,,49546.31,2024.4,30.6,434.6
00003987,Mature,Fair,No,,29032.82,781.2,14.2,388.0
00022195,Mature,Fair,No,,16681.57,364.5,9.9,313.8
00017969,Mature,Good,No,,101015.06,3008.0,38.8,1075.6
00032329,Middle aged,Good,No,,1093.91,23.8,2.2,42.4
00029352,Mature,Good,No,,3371.27,,,
00000264,Middle aged,Fair,No,,7767.4,179.5,6.2,97.3
00056294,Juvenile,Good,No,,258.91,4.3,0.9,3.5
00033174,Middle aged,Fair,No,,1093.91,20.2,2.1,39.9
00028963,Mature,Fair,No,,15887.22,422.9,10.8,175.2
00002751,Mature,Fair,No,,15957.69,449.0,10.5,341.4
00015073,Mature,Good,No,,18879.1,645.9,15.6,289.9
00047715,Middle aged,Good,No,,970.92,6.8,0.7,23.8
00007731,Middle aged,Good,No,,1657.04,39.5,3.0,45.4
00014237,Mature,Fair,No,,7078.05,136.7,5.0,138.0
00010076,Middle aged,Good,No,,19641.82,436.9,10.6,313.9
00052967,Middle aged,Good,No,,719.2,14.8,1.9,12.6
00048079,Middle aged,Good,No,,776.74,9.9,1.4,12.6
00002806,Middle aged,Fair,No,,524.3,12.5,1.4,3.0
00019355,Mature,Fair,No,,12082.63,240.4,6.3,331.2
00005080,Middle aged,Fair,No,,16708.54,437.5,10.2,307.6
00007094,Mature,Fair,No,,7482.59,293.5,9.5,336.4
00011353,Mature,Fair,No,,9205.81,318.2,9.1,67.7
00055405,Middle aged,Fair,No,,2336.69,70.1,4.1,63.4
00022198,Mature,Fair,No,,16384.37,402.9,10.5,289.9
00021722,Middle aged,Good,No,,11076.63,200.1,6.4,268.1
00019103,Mature,Good,No,,22843.71,810.6,17.9,352.1
00010744,Mature,Fair,No,,20305.52,209.5,6.9,146.6
00003576,Mature,Fair,No,,16781.42,545.7,12.6,210.2
00003724,Middle aged,Fair,No,,10904.57,264.8,8.2,155.2
00000284,Middle aged,Good,No,,8837.58,199.9,7.4,169.6
00000173,Mature,Fair,No,,17398.98,369.6,8.1,422.2
00015121,Mature,Good,No,,11046.97,181.2,6.8,101.4
00016614,Mature,Fair,No,,13592.95,455.4,11.3,107.4
00060277,,,No,,,,,
00058699,Juvenile,Good,No,,153.43,,,
00009582,Middle aged,Good,No,,7612.06,79.4,3.4,135.6
00012600,Mature,Fair,No,,3932.25,140.3,5.6,187.6
00019832,Middle aged,Good,No,,15664.26,398.4,11.7,428.0
00002492,Mature,Dead,No,,45579.54,1223.7,20.3,162.2
00001606,Mature,Good,No,,8314.0,179.5,7.0,178.3
00006626,Mature,Good,No,,15979.27,402.8,10.2,300.3
00057578,Juvenile,Good,No,,172.61,,,
00006240,Mature,Good,No,,14272.6,375.7,11.4,340.3
00046859,Juvenile,Good,No,,5072.78,112.7,5.4,40.2
00059444,Not Applicable,Not applicable,No,,0.0,,,
00011677,Mature,Fair,No,,5645.27,125.0,5.0,50.1
00044801,Middle aged,Good,No,,1242.78,9.8,1.3,11.6
00007009,Mature,Good,No,,30931.52,920.2,19.2,584.0
00008550,Mature,Good,No,,85790.95,2595.1,31.6,794.9
00002495,Mature,Fair,No,,16681.57,548.7,12.6,347.7
00058887,Juvenile,Dead,No,,153.43,,,
00059691,Mature,Good,No,,1018.87,,,
00011987,Mature,Good,No,,37758.2,1550.5,23.5,498.8
00052039,Middle aged,Fair,No,,1870.64,54.0,3.5,107.4
00020734,Mature,Good,No,,33797.91,759.8,17.2,534.9
00007204,Mature,Good,No,,34918.79,1231.7,22.8,328.5
00003716,Middle aged,Fair,No,,14619.98,414.7,10.7,248.7
00059808,,,No,,,,,
00060350,,,No,,,,,
00058491,Not Applicable,Not applicable,No,,0.0,,,
00054866,Juvenile,Good,No,,388.37,0.7,0.3,8.9
00004147,Middle aged,Fair,No,,11283.82,405.2,9.8,347.7
00000765,Mature,Good,No,,10652.84,524.0,13.8,354.9
00003250,Middle aged,Good,No,,6804.57,159.0,6.9,221.1
00001456,Mature,Good,No,,29028.5,1069.6,21.0,389.1
00044312,Over Mature,Good,No,,10638.46,443.7,12.5,299.4
00054118,Juvenile,Good,No,,179.8,2.7,0.7,9.9
00051284,Middle aged,Fair,No,,4195.36,132.4,5.3,243.2
00047428,Middle aged,Good,No,,1215.46,10.1,1.4,12.6
00019811,Mature,Good,No,,34918.79,1288.2,23.4,468.2
00014108,Middle aged,Good,No,,8837.58,219.8,8.3,68.0
00011169,Mature,Good,No,,19661.24,417.9,10.4,478.6
00018006,Mature,Fair,No,,13321.09,254.8,6.6,215.4
00059624,Juvenile,Fair,No,,258.91,,,
00052202,Middle aged,Good,No,,3883.7,63.0,3.5,76.0
00057028,Juvenile,Fair,No,,2157.61,,,
00053755,Juvenile,Good,No,,103.57,1.4,0.5,3.8
00050484,Middle aged,Fair,No,,4794.7,70.3,3.7,135.0
00007644,Mature,Good,No,,4228.92,114.7,5.6,72.1
00009665,Mature,Fair,No,,13126.91,261.0,7.2,415.4
00018380,Mature,Fair,No,,1662.8,54.0,3.5,39.3
00009068,Mature,Fair,No,,34254.23,1086.1,18.8,356.7
00056182,Juvenile,Good,No,,269.7,1.8,0.4,12.5
00011941,Mature,Fair,No,,5834.18,124.9,5.3,31.6
00008635,Over Mature,Fair,No,,16781.42,624.8,13.7,170.7
00032545,Middle aged,Fair,No,,6048.5,,,
00027131,Mature,Fair,No,,5819.8,292.5,9.4,88.5
00054345,Not Applicable,Dead,No,,115.07,,,
00058517,Middle aged,Good,No,,6068.29,,,
00017878,Mature,Fair,No,,12945.67,221.2,7.4,945.0
00059195,Juvenile,Good,No,,460.29,,,
00011958,Mature,Fair,No,,20419.63,583.2,13.0,157.5
00027171,Mature,Good,No,,215.76,5.9,1.2,687.6
00036368,Middle aged,Good,No,,647.28,9.1,1.0,25.7
00045221,Middle aged,Fair,No,,2184.58,31.7,2.1,34.4
00058896,Juvenile,Good,No,,0.0,,,
00020211,Middle aged,Good,No,,8738.33,175.3,7.3,190.9
00005757,Mature,Fair,No,,10209.82,349.5,9.7,288.8
00021069,Mature,Good,No,,16708.54,182.9,5.3,202.5
00015117,Middle aged,Fair,No,,8457.84,131.5,5.1,86.7
00022568,Mature,Fair,No,,13808.71,287.9,8.1,305.8
00017520,Mature,Good,No,,65285.0,2002.1,30.7,1206.3
00027600,Middle aged,Fair,No,,1620.61,24.1,2.0,29.3
00056652,Juvenile,Good,No,,86.3,0.6,0.3,5.0
00052535,Middle aged,Fair,No,,3806.03,44.9,3.0,57.5
00054889,Juvenile,Good,No,,179.8,2.3,0.6,3.5
00002532,Mature,Fair,No,,27347.72,728.3,12.0,220.8
00059037,Juvenile,Good,No,,153.43,,,
00057473,Juvenile,Good,No,,269.7,2.3,0.6,5.5
00002182,Middle aged,Fair,No,,2097.2,46.6,3.2,44.5
00001030,Mature,Good,No,,65314.13,2474.7,34.5,722.4
00001784,Middle aged,Fair,No,,8314.0,,,
00010950,Mature,Fair,No,,48330.5,1972.4,26.8,389.1
00033218,Mature,Fair,No,,15465.76,577.0,13.0,68.0
00002515,Mature,Fair,No,,16681.57,285.1,7.0,395.9
00054989,Not Applicable,Good,No,,115.07,1.4,0.5,3.8
00005436,Middle aged,Fair,No,,3314.09,,,
00052530,Middle aged,Good,No,,2494.19,48.6,3.4,97.3
00007956,Middle aged,Fair,No,,6041.31,181.9,6.6,107.4
00005196,Mature,Fair,No,,6628.18,233.7,8.3,161.4
00002462,Mature,Good,No,,38742.07,1229.4,20.8,700.3
00029052,Mature,Good,No,,7048.92,272.0,10.1,97.8
00005556,Middle aged,Fair,No,,5394.03,104.2,4.5,122.3
00006942,Mature,Good,No,,91354.35,3045.0,39.0,809.2
00019478,Mature,Good,No,,56080.64,1092.2,17.0,622.6
00031683,Middle aged,Good,No,,8738.33,94.7,3.3,108.1
00054126,Juvenile,Fair,No,,233.02,4.3,0.8,3.5
00051466,Juvenile,Fair,No,,138.09,1.8,0.5,3.7
00033106,Middle aged,Good,No,,4660.44,69.9,4.2,153.7
00040717,Mature,Fair,No,,4971.14,114.8,5.1,125.4
00048784,Middle aged,Good,No,,1620.61,23.5,2.2,11.6
00018545,Mature,Good,No,,5505.15,95.2,4.2,40.2
00059814,,,No,,,,,
00032911,Middle aged,Fair,No,,11968.27,425.6,10.8,159.3
00010722,Mature,Fair,No,,37322.36,1093.3,19.0,794.9
00032575,Middle aged,Fair,No,,2378.77,46.1,3.3,37.9
00026400,Middle aged,,No,,3835.75,,,
00019017,Mature,Good,No,,6766.27,161.9,6.7,144.4
00000978,Mature,Good,No,,13291.97,282.1,8.6,301.6
00055900,Juvenile,Good,No,,179.8,1.4,0.5,3.8
00052269,Middle aged,Good,No,,3452.18,19.7,1.2,36.9
00041221,Middle aged,Good,No,,4418.79,52.9,3.2,27.1
00056816,Juvenile,Good,No,,153.43,1.4,0.4,3.2
00059927,,,No,,,,,
00020357,Mature,Fair,No,,16708.55,301.0,7.2,356.1
00042237,Mature,Fair,No,,29028.5,1050.0,18.4,92.5
00001772,Mature,Good,No,,7775.5,207.3,7.0,120.0
00026399,Mature,,No,,1503.62,,,
00059872,Juvenile,Good,No,,258.91,,,
00060062,,,No,,,,,
00021247,Middle aged,Good,No,,7258.21,172.0,7.6,109.0
00014636,Middle aged,Fair,No,,7078.05,95.2,3.7,85.3
00038154,Middle aged,Fair,No,,911.59,24.4,2.0,36.2
00018303,Mature,Good,No,,9250.76,175.5,6.0,151.2
00004017,Middle aged,Good,No,,27273.29,597.9,15.0,381.7
00055594,Mature,Fair,No,,233.02,3.7,0.7,37.6
00022322,Mature,Good,No,,53085.34,2078.3,31.1,615.5
00017338,Mature,Fair,No,,44773.67,1722.4,24.8,442.0
00002082,Mature,Fair,No,,24535.28,708.6,12.5,240.7
00051440,Middle aged,Good,No,,414.26,6.2,1.1,25.2
00058095,Mature,Good,No,,2589.13,,,
00003036,Mature,Good,No,,11223.89,163.9,5.7,244.0
01100543_1,Juvenile,Good,No,,153.43,,,
00006617,Mature,Good,No,,3106.96,99.1,5.2,121.9
00059848,Juvenile,Good,No,,179.8,,,
00001168,Mature,Good,No,,17873.12,471.3,11.5,454.5
00056709,Juvenile,Good,No,,115.07,1.4,0.4,8.6
00010741,Mature,Fair,No,,7732.88,142.1,4.7,215.4
00028100,Mature,Fair,No,,13321.09,269.7,6.8,288.4
00014612,Mature,Good,No,,21576.12,653.9,14.6,436.8
00006714,Mature,Good,No,,45944.18,1855.9,29.0,454.5
00052499,Middle aged,Fair,No,,8285.23,219.6,7.9,177.6
00056289,Juvenile,Dead,No,,1380.87,,,
00038365,Juvenile,Fair,No,,970.93,6.0,0.6,9.8
00058626,Juvenile,Good,No,,153.43,,,
00007892,Mature,Good,No,,32894.95,1215.1,22.6,205.0
00004749,Mature,Fair,No,,24535.28,317.4,7.4,158.1
00059171,Middle aged,Poor,No,,0.0,,,
00045938,Middle aged,Good,No,,4177.14,80.6,4.6,128.8
00059034,Not Applicable,Dead,No,,29966.83,,,
00060076,,,No,,,,,
00005221,Mature,Fair,No,,8388.79,313.9,9.8,101.5
00006873,Not Applicable,Good,No,,14828.06,555.5,13.2,64.8
00017600,Middle aged,Good,No,,8457.84,65.6,2.6,136.3
00006537,Mature,Fair,No,,6873.67,186.0,6.2,43.8
00007959,Middle aged,Fair,No,,7612.05,404.7,10.5,213.3
00005202,Mature,Poor,Yes,Tree defect,4375.64,138.3,6.1,35.1
00059891,Juvenile,Good,No,,179.8,,,
00059105,Juvenile,Good,No,,1380.87,,,
00016701,Middle aged,Fair,No,,11046.97,167.9,5.8,180.2
00013218,Mature,Good,No,,9845.9,333.3,10.0,215.4
00015883,Middle aged,Fair,No,,3146.52,138.3,6.1,18.3
00059255,,Fair,No,,,,,
00057953,Juvenile,Good,No,,115.07,,,
00007784,Mature,Fair,Yes,"Dead, dying",1747.67,51.7,3.1,26.4
00034947,Mature,Good,No,,2378.77,39.5,3.0,23.5
00006528,Mature,Good,No,,12995.54,414.7,12.0,149.5
00054019,Juvenile,Good,No,,172.61,1.4,0.5,12.5
00008035,Mature,Fair,No,,10356.53,434.6,11.9,190.4
00001723,Mature,Good,No,,14507.78,324.3,9.8,264.6
00053983,Juvenile,Good,No,,179.8,2.7,0.7,9.9
00006165,Mature,Good,No,,14020.16,336.5,10.7,352.1
00039185,Middle aged,Fair,No,,1947.25,45.6,2.9,20.0
00037410,Middle aged,Good,No,,4177.14,70.3,4.1,14.2
00021617,Over Mature,Fair,No,,62139.2,1964.7,26.7,248.1
00015581,Mature,Good,No,,15224.1,409.7,11.0,219.6
00007918,Mature,Fair,No,,19064.66,505.0,9.3,251.7
00059479,Middle aged,Fair,No,,4142.62,,,
00053361,Middle aged,Good,No,,414.26,8.6,1.4,9.9
00021500,Over Mature,Poor,No,,14298.49,643.9,14.9,44.5
00002758,Middle aged,Fair,No,,21447.74,398.4,10.5,465.2
00018452,Mature,Fair,No,,22727.74,666.9,14.1,365.0
00051237,Middle aged,Fair,No,,582.56,7.5,1.0,28.7
00000145,Middle aged,Fair,No,,2796.26,69.5,3.7,86.7
00054234,Mature,Fair,No,,81203.86,2910.2,30.1,1134.1
00000360,Mature,Good,No,,50496.2,1913.6,29.6,456.0
00042563,Mature,Good,No,,25253.76,536.5,12.0,395.5
00016069,Middle aged,Good,No,,4495.02,105.0,5.3,42.9
00058674,Juvenile,Good,No,,239.74,,,
00052377,Juvenile,Good,No,,647.28,4.3,0.9,9.9
00046904,Middle aged,Good,No,,2761.74,44.0,3.4,99.1
00041205,Middle aged,Good,No,,1841.16,39.0,2.9,33.1
00014451,Middle aged,Good,No,,15957.69,389.2,10.8,294.3
00039198,Middle aged,Good,No,,2596.33,44.9,3.2,68.3
00051177,Not Applicable,Not applicable,No,,0.0,,,
00000660,Middle aged,Good,No,,11486.04,345.2,10.8,173.8
00013280,Middle aged,Good,No,,9976.8,163.9,5.7,305.8
00056985,Juvenile,Good,No,,269.7,2.3,0.6,5.7
00012753,Mature,Good,No,,143122.46,5422.6,22.0,1385.2
00059650,Mature,Good,No,,582.56,,,
00011320,Middle aged,Fair,No,,5155.25,252.8,8.7,104.3
00059964,,,No,,,,,
00044838,Middle aged,Good,No,,1870.64,33.7,3.0,68.0
00042111,Middle aged,Good,No,,1215.46,28.1,2.7,12.6
00059511,Juvenile,Fair,No,,0.0,,,
00007000,Mature,Fair,No,,7612.06,132.2,4.9,161.4
00020584,Mature,Fair,No,,18879.1,406.9,8.6,294.9
00050321,Middle aged,Dead,No,,719.2,,,
00012654,Middle aged,Good,No,,5104.91,84.9,4.1,29.7
00008398,Middle aged,Good,No,,2589.13,80.3,5.0,67.7
00052997,Juvenile,Good,No,,1640.86,13.2,1.6,31.7
00019749,Middle aged,Fair,No,,3932.25,166.4,6.8,80.3
00022297,Mature,Fair,No,,17398.98,369.6,8.1,151.2
00049549,Juvenile,Good,No,,352.41,4.2,0.9,11.8
00059739,Mature,Fair,No,,0.0,,,
00003154,Mature,Good,No,,30448.22,,,
00059281,Juvenile,Poor,No,,1450.39,,,
00049105,Middle aged,Good,No,,1870.64,11.2,1.4,11.8
00011180,Mature,Good,No,,8861.31,361.4,12.1,201.3
00001187,Mature,Fair,No,,14507.78,389.2,9.7,395.0
00051499,Mature,Good,No,,3132.85,99.1,5.3,283.0
00001437,Mature,Good,No,,9515.06,489.5,14.3,296.5
00012629,Middle aged,Fair,No,,2854.52,33.9,2.5,24.8
00018146,Mature,Fair,No,,1288.81,39.0,2.7,20.9
00017414,Mature,Good,No,,15664.26,473.9,13.0,578.8
00048771,Middle aged,Good,No,,8293.86,202.4,7.9,128.8
00045232,Mature,Poor,No,,8354.27,238.0,7.7,68.0
00053854,Juvenile,Good,No,,233.02,1.4,0.5,3.8
00026461,Mature,Good,No,,7384.42,361.4,12.1,196.8
00015463,Mature,Good,No,,16681.57,351.7,8.9,331.2
00007243,Mature,Good,No,,2854.52,,,
00017196,Middle aged,Good,No,,16384.37,187.3,7.5,461.8
00002048,Mature,Good,No,,21878.18,657.8,17.0,202.3
00014533,Mature,Good,No,,13126.91,332.5,9.8,109.5
00053540,,,No,,,,,
00004946,Mature,Fair,No,,22843.71,509.5,9.8,112.6
00046779,Juvenile,Good,No,,699.07,5.0,0.9,4.0
00016561,Mature,Good,No,,25806.95,806.8,15.8,234.4
00044735,Mature,Good,No,,8388.79,337.8,11.7,216.9
00022115,Middle aged,Fair,No,,9189.5,254.0,7.5,199.7
00013305,Middle aged,Fair,No,,15979.27,506.7,12.0,187.0
00048641,Juvenile,Good,No,,317.17,1.4,0.4,2.6
00000249,Middle aged,Fair,No,,13696.52,489.5,14.3,88.5
00051523,Juvenile,Good,No,,179.8,2.4,0.6,2.6
00017863,Mature,Fair,No,,15292.07,463.3,11.5,626.0
00019403,Mature,Good,No,,4861.82,138.7,6.1,157.7
00040500,Middle aged,Fair,No,,1093.91,33.7,2.7,25.2
00008384,Mature,Good,No,,9189.5,298.4,9.9,67.7
00004822,Mature,Fair,No,,16946.36,572.1,12.0,307.1
00004677,Mature,Fair,No,,6450.78,176.2,6.4,18.3
00032883,Middle aged,Fair,No,,8055.08,352.8,9.7,44.5
00049524,Middle aged,Good,No,,5920.49,96.6,5.1,187.0
00034065,Middle aged,Fair,No,,1841.16,28.4,2.2,12.6
00059004,Middle aged,Fair,No,,1409.64,,,
00019841,Middle aged,Fair,No,,15979.27,407.4,10.6,301.6
00059758,Juvenile,Good,No,,28.77,,,
00058490,Not Applicable,Not applicable,No,,0.0,,,
00018717,Mature,Fair,Yes,Basal decay,11046.97,142.1,4.7,101.2
00037170,Middle aged,Good,No,,3505.04,42.0,3.5,40.2
00045797,Middle aged,Good,No,,783.21,8.6,1.4,25.2
00010876,Mature,Fair,No,,20298.81,788.4,15.4,205.6
00053519,,,No,,,,,
00018018,Mature,Good,No,,27185.9,446.3,10.2,265.0
00047497,Middle aged,Good,No,,1044.28,16.0,1.8,25.2
00042060,Juvenile,Good,No,,1093.91,23.4,2.2,6.7
00057702,Juvenile,Good,No,,239.74,,,
00017167,Mature,Good,No,,118142.17,4964.6,33.4,1622.3
00034950,Mature,Fair,No,,4854.63,166.8,6.8,157.7
00038960,Juvenile,Fair,No,,1087.79,11.1,1.2,33.4
00012288,Mature,Fair,No,,15957.69,655.5,14.1,449.2
00058614,Juvenile,Good,No,,172.61,,,
00008437,Mature,Good,No,,19580.32,944.4,21.0,361.3
00000205,Juvenile,Fair,No,,2330.22,8.7,0.7,11.8
00000454,Mature,Good,No,,35771.28,1064.4,15.2,426.5
00060024,,,No,,,,,
00054862,Middle aged,Good,No,,4757.54,68.0,3.7,73.4
00042062,Middle aged,Good,No,,1093.91,19.3,2.0,6.7
00009049,Middle aged,Good,No,,17120.65,471.3,13.0,378.8
00052637,Juvenile,Good,No,,215.76,1.4,0.3,9.3
00012003,Mature,Good,No,,31545.36,554.2,11.5,747.4
00017348,Mature,Fair,No,,29028.5,979.6,17.7,328.5
00005847,Mature,Fair,No,,4045.52,124.5,5.8,71.1
00051676,Juvenile,Good,No,,20.14,,,
00018783,Mature,Good,No,,83256.83,3906.6,41.9,1075.6
00053937,Juvenile,Good,No,,269.7,2.2,0.6,7.4
00016873,Mature,Good,No,,21809.14,552.8,10.5,301.6
00015243,Mature,Fair,No,,17127.12,269.7,6.8,294.9
00008491,Mature,Fair,No,,2610.71,86.1,4.2,37.9
00021927,Middle aged,Good,No,,103.57,1.6,0.5,3.5
00006944,Mature,Good,No,,171746.95,5247.3,26.0,1302.3
00002081,Mature,Fair,No,,14619.98,397.9,9.0,138.0
00057084,Juvenile,Good,No,,172.61,,,
00008472,Mature,Good,No,,6628.18,252.3,9.7,157.7
00015069,Mature,Good,No,,30106.77,1051.8,20.8,517.2
00044818,Middle aged,Good,No,,932.09,7.5,1.2,28.7
00022554,Mature,Fair,No,,6651.2,292.5,9.4,144.4
00021154,Middle aged,Dead,No,,5834.18,136.6,6.1,97.8
00058067,Juvenile,Poor,No,,776.74,,,
00045258,Middle aged,Good,No,,932.09,23.1,2.4,41.8
00045661,Juvenile,Good,No,,107.88,0.7,0.3,3.2
00017090,Middle aged,Good,No,,1242.78,19.4,2.0,21.9
00059477,Middle aged,Fair,No,,2876.81,,,
00051360,Middle aged,Fair,No,,8293.86,206.3,6.8,146.6
00055854,Juvenile,Good,No,,258.91,2.7,0.7,3.5
00015901,Mature,Fair,No,,10209.82,334.2,9.4,35.1
00041288,Middle aged,Fair,No,,1044.28,15.7,1.6,21.9
00021746,Mature,Good,No,,19884.55,580.0,14.6,361.3
00002196,Mature,Good,No,,34254.24,1167.0,20.1,445.6
00020996,Mature,Good,No,,7258.21,179.5,7.2,149.5
00018779,Middle aged,Good,No,,1980.69,51.7,3.5,37.9
00048612,Juvenile,Good,No,,1409.64,6.2,1.1,11.6
00021002,Mature,Fair,No,,66834.18,2278.6,26.2,1011.6
00002575,Mature,Good,No,,4495.02,44.7,2.0,80.7
00013900,Middle aged,Good,No,,18797.11,382.9,9.9,362.8
00003149,Mature,Fair,No,,63917.08,2731.6,32.5,190.5
00021467,Middle aged,Good,No,,5394.03,121.8,5.8,58.5
00056208,Juvenile,Good,No,,115.07,1.4,0.4,3.5
00059013,Not Applicable,Not applicable,No,,0.0,,,
00015012,Mature,Good,No,,34953.31,1011.2,20.4,372.8
00058347,Juvenile,Good,No,,64.73,,,
00007926,Mature,Good,No,,9067.36,461.6,13.8,307.2
00002322,Middle aged,Fair,No,,3835.75,,,
00051612,Juvenile,Good,No,,179.8,2.7,0.7,6.7
00050412,Middle aged,Fair,No,,7078.05,80.3,3.6,124.4
00003701,Mature,Good,No,,19064.66,518.3,11.0,125.0
